file_id,pdf_name,processed_at,total_pages,election_type,ballot_type,district,subdistrict,moo,station_number,eligible_voters,voter_turnout,total_ballots,valid_votes,void_ballots,spoiled_ballots,total_is_valid,candidate_sum_valid,validation_message,candidate_sum_message,failure_modes,failure_mode_count,imputed_fields,count_tier,meta_tier,turnout_rate,void_rate,spoil_rate
06262dd43963995e2e11c892735cb75e,ส.ส.5ทับ18 (บช).pdf,2026-05-06T11:03:07.879098,4,normal,partylist,อำเภอเฉลิมพระเกียรติ,ตำบลช้างทอง,,,,,,,,,False,False,total_ballots not found in header,valid_votes not available for comparison,,0,,C,M2,,,
06a5458d5c817219aaaf393768148e22,หลุมข้าว น.11.pdf,2026-05-09T13:43:47.034503,2,normal,district,อำเภอโนนสูง,ตำบลหลุมข้าว,9.0,11.0,751.0,463.0,,,,,False,False,total_ballots not found in header,valid_votes not available for comparison,null_header_field:total_ballots | null_header_field:valid_votes | null_header_field:void_ballots | null_header_field:spoiled_ballots | ocr_extra_candidates:[20],5,,C,M0,0.6165113182423435,,
06a5458d5c817219aaaf393768148e22,หลุมข้าว น.11.pdf,2026-05-09T13:43:47.034591,4,normal,partylist,อำเภอโนนสูง,ตำบลหลุมข้าว,9.0,17.0,751.0,443.0,,,,,False,False,total_ballots not found in header,valid_votes not available for comparison,null_header_field:total_ballots | null_header_field:valid_votes | null_header_field:void_ballots | null_header_field:spoiled_ballots,4,,C,M0,0.5898801597869507,,
06e964224ba66babbb7a3bf073794fe4,น.11 ต.สัมฤทธิ์ ส.ส.5_18.pdf,2026-05-06T10:47:43.477636,2,normal,district,อำเภอพิมาย,ตำบลสัมฤทธิ์,10.0,11.0,766.0,178.0,178.0,247.0,10.0,25.0,False,False,Ballot math mismatch: 247+10+25=282 ≠ 178,Candidate sum mismatch: sum=223 ≠ valid_votes=247,"ballot_math_fail (total=178, valid+void+spoiled=282) | candidate_sum_fail (sum=223, valid_votes=247)",2,,C,M0,0.23237597911227154,0.056179775280898875,0.1404494382022472
0982e6d3e342b27cc18ac2dab601ac12,น.9 ต.ท่าหลวง ส.ส.5_18 (บช).pdf,2026-05-06T10:45:40.525416,3,normal,partylist,อำเภอพิมาย,ตำบลท่าหลวง,11.0,9.0,750.0,544.0,544.0,497.0,28.0,179.0,False,False,Ballot math mismatch: 497+28+179=704 ≠ 544,Candidate sum mismatch: sum=304 ≠ valid_votes=497,"ocr_missed_candidates:[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29] | ballot_math_fail (total=544, valid+void+spoiled=704) | candidate_sum_fail (sum=304, valid_votes=497)",3,,C,M0,0.7253333333333334,0.051470588235294115,0.3290441176470588
09838ee111d941651af62aca9abf8c08,ส.ส. 5ทับ18.pdf,2026-05-06T11:07:32.455201,2,normal,district,อำเภอเฉลิมพระเกียรติ,ตำบลช้างทอง,7.0,7.0,923.0,223.0,223.0,210.0,9.0,4.0,True,False,OK,Candidate sum mismatch: sum=244 ≠ valid_votes=210,"candidate_sum_fail (sum=244, valid_votes=210)",1,,B,M0,0.24160346695557963,0.04035874439461883,0.017937219730941704
09b0344a1a9bcccef171c4bc67a225e2,พลสงคราม น.14 10-2-69 10.41.pdf,2026-05-06T12:32:53.653433,2,normal,district,อำเภอโนนสูง,ตำบลพลสงคราม,14.0,14.0,216.0,143.0,143.0,129.0,10.0,6.0,False,False,Ballot math mismatch: 129+10+6=145 ≠ 143,Candidate sum mismatch: sum=127 ≠ valid_votes=129,"ballot_math_fail (total=143, valid+void+spoiled=145) | candidate_sum_fail (sum=127, valid_votes=129)",2,,C,M0,0.6620370370370371,0.06993006993006994,0.04195804195804196
09b0344a1a9bcccef171c4bc67a225e2,พลสงคราม น.14 10-2-69 10.41.pdf,2026-05-06T12:32:53.653537,4,normal,partylist,อำเภอโนนสูง,ตำบลพลสงคราม,14.0,14.0,216.0,143.0,143.0,125.0,15.0,3.0,True,True,OK,OK,,0,,A,M0,0.6620370370370371,0.1048951048951049,0.02097902097902098
09fbb089005c42a1bfe78d587907f832,ขามเฒ่า น.8.pdf,2026-05-06T11:45:56.671060,2,normal,district,อำเภอโนนสูง,ตำบลขามเฒ่า,8.0,8.0,366.0,214.0,214.0,206.0,5.0,3.0,True,True,OK,OK,,0,,A,M0,0.5846994535519126,0.02336448598130841,0.014018691588785047
09fbb089005c42a1bfe78d587907f832,ขามเฒ่า น.8.pdf,2026-05-06T11:45:56.671158,4,normal,partylist,อำเภอโนนสูง,ตำบลขามเฒ่า,8.0,8.0,366.0,214.0,214.0,207.0,6.0,1.0,True,True,OK,OK,,0,,A,M0,0.5846994535519126,0.028037383177570093,0.004672897196261682
0b761babc6d4b93e97027688d71d4eab,น.12.pdf,2026-05-06T13:51:01.725336,2,normal,district,อำเภอโนนสูง,ตำบลเมืองปราสาท,11.0,12.0,417.0,267.0,,,,10.0,False,False,total_ballots not found in header,valid_votes not available for comparison,null_header_field:total_ballots | null_header_field:valid_votes | null_header_field:void_ballots,3,,C,M0,0.6402877697841727,,
0b761babc6d4b93e97027688d71d4eab,น.12.pdf,2026-05-06T13:51:01.725463,4,normal,partylist,อำเภอโนนสูง,ตำบลเมืองปราสาท,11.0,12.0,417.0,267.0,267.0,237.0,30.0,0.0,True,False,OK,Candidate sum mismatch: sum=235 ≠ valid_votes=237,"null_header_field:spoiled_ballots | candidate_sum_fail (sum=235, valid_votes=237)",2,spoiled_ballots,B,M0,0.6402877697841727,0.11235955056179775,0.0
0c325950786cc6260375b4d729903552,น.1 ต.กระเบื้องใหญ่ ส.ส.5_18 (บช).pdf,2026-05-06T10:21:50.892968,4,normal,partylist,อำเภอพิมาย,ตำบลกระเบื้องใหญ่,1.0,1.0,669.0,448.0,448.0,404.0,26.0,18.0,True,False,OK,Candidate sum mismatch: sum=401 ≠ valid_votes=404,"candidate_sum_fail (sum=401, valid_votes=404)",1,,B,M0,0.6696562032884903,0.05803571428571429,0.04017857142857143
0dae1f5a7db14e0e94e82b234c7b48a5,ช.4.pdf,2026-05-06T10:13:53.860795,2,advance_out_of_district,district,,,,,,,640.0,559.0,87.0,62.0,False,False,Ballot math mismatch: 559+87+62=708 ≠ 640,Candidate sum mismatch: sum=511 ≠ valid_votes=559,"ballot_math_fail (total=640, valid+void+spoiled=708) | candidate_sum_fail (sum=511, valid_votes=559)",2,,C,M1,,0.1359375,0.096875
0dae1f5a7db14e0e94e82b234c7b48a5,ช.4.pdf,2026-05-06T10:13:53.860911,4,advance_out_of_district,partylist,,,,,,,60.0,60.0,9.0,23.0,False,False,Ballot math mismatch: 60+9+23=92 ≠ 60,Candidate sum mismatch: sum=613 ≠ valid_votes=60,"ocr_missed_candidates:[8] | ballot_math_fail (total=60, valid+void+spoiled=92) | candidate_sum_fail (sum=613, valid_votes=60)",3,,C,M1,,0.15,0.38333333333333336
105480986c2f76e4f498cc266ff3970e,ขามเฒ่า น.11.pdf,2026-05-06T11:36:38.868629,2,normal,district,อำเภอโนนสูง,ตำบลขามเฒ่า,11.0,11.0,180.0,109.0,109.0,96.0,8.0,3.0,False,True,Ballot math mismatch: 96+8+3=107 ≠ 109,OK,"ballot_math_fail (total=109, valid+void+spoiled=107)",1,,C,M0,0.6055555555555555,0.07339449541284404,0.027522935779816515
105480986c2f76e4f498cc266ff3970e,ขามเฒ่า น.11.pdf,2026-05-06T11:36:38.868728,4,normal,partylist,อำเภอโนนสูง,ตำบลขามเฒ่า,11.0,11.0,153.0,107.0,107.0,99.0,4.0,6.0,False,False,Ballot math mismatch: 99+4+6=109 ≠ 107,Candidate sum mismatch: sum=93 ≠ valid_votes=99,"ballot_math_fail (total=107, valid+void+spoiled=109) | candidate_sum_fail (sum=93, valid_votes=99)",2,,C,M0,0.6993464052287581,0.037383177570093455,0.056074766355140186
11b57cd11651075824a888d72a0d7aac,น.13 ต.สัมฤทธิ์ ส.ส.5_18.pdf,2026-05-06T10:49:00.068476,2,normal,district,อำเภอพิมาย,ตำบลสัมฤทธิ์,12.0,13.0,237.0,159.0,159.0,143.0,6.0,10.0,True,True,OK,OK,,0,,A,M0,0.6708860759493671,0.03773584905660377,0.06289308176100629
138c5ce25c670ea2f3d1b1657a63de58,พลสงคราม น.9 10-2-69 10.18.pdf,2026-05-06T12:40:43.679131,2,normal,district,อำเภอโนนสูง,ตำบลพลสงคราม,9.0,9.0,610.0,324.0,324.0,301.0,16.0,11.0,False,False,Ballot math mismatch: 301+16+11=328 ≠ 324,Candidate sum mismatch: sum=303 ≠ valid_votes=301,"ballot_math_fail (total=324, valid+void+spoiled=328) | candidate_sum_fail (sum=303, valid_votes=301)",2,,C,M0,0.5311475409836065,0.04938271604938271,0.033950617283950615
138c5ce25c670ea2f3d1b1657a63de58,พลสงคราม น.9 10-2-69 10.18.pdf,2026-05-06T12:40:43.679262,4,normal,partylist,อำเภอโนนสูง,ตำบลพลสงคราม,9.0,9.0,610.0,328.0,328.0,289.0,31.0,8.0,True,True,OK,OK,,0,,A,M0,0.5377049180327869,0.09451219512195122,0.024390243902439025
1424a7fe85ab76e20aa8dafd9db82a5c,สส.5ทับ18.pdf,2026-05-06T11:15:14.208293,2,normal,district,อำเภอเฉลิมพระเกียรติ,ตำบลท่าช้าง,12.0,6.0,378.0,291.0,291.0,277.0,10.0,4.0,True,True,OK,OK,,0,,A,M0,0.7698412698412699,0.03436426116838488,0.013745704467353952
160a1b51005cc1cbb633e9e34b2e36a3,น.10 ต.กระเบื้องใหญ่ ส.ส.5_18 (บช).pdf,2026-05-06T10:22:34.281629,4,normal,partylist,อำเภอพิมาย,ตำบลกระเบื้องใหญ่,10.0,10.0,666.0,482.0,482.0,433.0,26.0,23.0,True,False,OK,Candidate sum mismatch: sum=275 ≠ valid_votes=433,"candidate_sum_fail (sum=275, valid_votes=433)",1,,B,M0,0.7237237237237237,0.05394190871369295,0.04771784232365145
1708b29955dd5ceae78ec06675794ab7,น.9 ต.ชีวาน ส.ส.5_18 (บช).pdf,2026-05-06T10:37:53.448391,4,normal,partylist,อำเภอพิมาย,ตำบลชีวาน,10.0,9.0,570.0,320.0,320.0,279.0,18.0,23.0,True,False,OK,Candidate sum mismatch: sum=306 ≠ valid_votes=279,"candidate_sum_fail (sum=306, valid_votes=279)",1,,B,M0,0.5614035087719298,0.05625,0.071875
189ea2f4f4a10fa94f74375cb94d9ff1,น.5 ต.ชีวาน ส.ส.5_18 (บช).pdf,2026-05-09T13:10:13.028600,4,normal,partylist,อำเภอพิมาย,ตำบลชีวาน,5.0,5.0,330.0,194.0,197.0,165.0,27.0,2.0,False,False,Ballot math mismatch: 165+27+2=194 ≠ 197,Candidate sum mismatch: sum=90 ≠ valid_votes=165,"ballot_math_fail (total=197, valid+void+spoiled=194) | candidate_sum_fail (sum=90, valid_votes=165)",2,,C,M0,0.5878787878787879,0.13705583756345177,0.01015228426395939
190d6d0f36efd27ad5d87ca33aa82497,ขามเฒ่า น.4.pdf,2026-05-06T11:42:29.364577,2,normal,district,อำเภอโนนสูง,ตำบลขามเฒ่า,1.0,4.0,,315.0,315.0,293.0,12.0,16.0,False,True,Ballot math mismatch: 293+12+16=321 ≠ 315,OK,"null_header_field:eligible_voters | ballot_math_fail (total=315, valid+void+spoiled=321)",2,,C,M0,,0.0380952380952381,0.050793650793650794
190d6d0f36efd27ad5d87ca33aa82497,ขามเฒ่า น.4.pdf,2026-05-06T11:42:29.364789,4,normal,partylist,อำเภอโนนสูง,ตำบลขามเฒ่า,4.0,4.0,479.0,315.0,,,,,False,False,total_ballots not found in header,valid_votes not available for comparison,null_header_field:total_ballots | null_header_field:valid_votes | null_header_field:void_ballots | null_header_field:spoiled_ballots,4,,C,M0,0.6576200417536534,,
1c8ba052964145649d3fde915d69e1f3,ลำคอหงษ์ น.1.pdf,2026-05-06T13:11:45.273369,2,normal,district,อำเภอโนนสูง,ตำบลลำคอหงษ์,1.0,1.0,192.0,118.0,118.0,108.0,6.0,4.0,True,True,OK,OK,,0,,A,M0,0.6145833333333334,0.05084745762711865,0.03389830508474576
1c8ba052964145649d3fde915d69e1f3,ลำคอหงษ์ น.1.pdf,2026-05-06T13:11:45.273521,3,normal,partylist,อำเภอโนนสูง,ตำบลลำคอหงษ์,1.0,1.0,192.0,118.0,118.0,106.0,6.0,6.0,True,False,OK,Candidate sum mismatch: sum=15601 ≠ valid_votes=106,"ocr_missed_candidates:[30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52] | candidate_sum_fail (sum=15601, valid_votes=106)",2,,B,M0,0.6145833333333334,0.05084745762711865,0.05084745762711865
1cd37fa4edbbaeb75dd50e502d334240,ขามเฒ่า น.14.pdf,2026-05-06T11:39:07.102096,2,normal,district,อำเภอโนนสูง,ตำบลขามเฒ่า,14.0,14.0,274.0,158.0,,,,,False,False,total_ballots not found in header,valid_votes not available for comparison,null_header_field:total_ballots | null_header_field:valid_votes | null_header_field:void_ballots | null_header_field:spoiled_ballots,4,,C,M0,0.5766423357664233,,
1cd37fa4edbbaeb75dd50e502d334240,ขามเฒ่า น.14.pdf,2026-05-06T11:39:07.102202,4,normal,partylist,อำเภอโนนสูง,ตำบลขามเฒ่า,14.0,14.0,274.0,158.0,158.0,140.0,11.0,7.0,True,False,OK,Candidate sum mismatch: sum=93 ≠ valid_votes=140,"candidate_sum_fail (sum=93, valid_votes=140)",1,,B,M0,0.5766423357664233,0.06962025316455696,0.04430379746835443
1d09187e57d0477f9258c24ff39f001c,ลำมูล น.6 10-2-69 09.51.pdf,2026-05-06T13:28:46.801544,1,normal,district,อำเภอโนนสูง,ตำบลลำมูล,2.0,2.0,818.0,556.0,,556.0,,22.0,False,False,total_ballots not found in header,Candidate sum mismatch: sum=289 ≠ valid_votes=556,"null_header_field:total_ballots | null_header_field:void_ballots | ocr_missed_candidates:[7, 8, 9] | candidate_sum_fail (sum=289, valid_votes=556)",4,,C,M0,0.6797066014669927,,
1d09187e57d0477f9258c24ff39f001c,ลำมูล น.6 10-2-69 09.51.pdf,2026-05-06T13:28:46.801637,4,normal,partylist,อำเภอโนนสูง,ตำบลลำมูล,6.0,2.0,818.0,596.0,556.0,513.0,25.0,18.0,True,False,OK,Candidate sum mismatch: sum=515 ≠ valid_votes=513,"candidate_sum_fail (sum=515, valid_votes=513)",1,,B,M0,0.7286063569682152,0.044964028776978415,0.03237410071942446
1ea5f32e7afe9409dde7761a484c6e42,น.1 ต.ท่าหลวง ส.ส.5_18.pdf,2026-05-06T10:39:48.068945,2,normal,district,อำเภอพิมาย,ตำบลท่าหลวง,1.0,1.0,,373.0,373.0,335.0,7.0,31.0,True,True,OK,OK,null_header_field:eligible_voters,1,,A,M0,,0.01876675603217158,0.08310991957104558
1ec34c1294afa32512d0666a8162c44d,น.1 ต.สัมฤทธิ์ ส.ส.5_18.pdf,2026-05-06T10:46:30.701586,2,normal,district,อำเภอพิมาย,ตำบลสัมฤทธิ์,1.0,1.0,629.0,370.0,370.0,322.0,22.0,26.0,True,True,OK,OK,,0,,A,M0,0.5882352941176471,0.05945945945945946,0.07027027027027027
20298fcae0682f278fa4d66a287dd1dd,ตำบลธารปราสาท หน่วยที่6 หมู่ที่ 12.pdf,2026-05-06T12:16:00.764068,2,normal,district,อำเภอโนนสูง,ตำบลธารปราสาท,12.0,2.0,675.0,480.0,480.0,447.0,22.0,11.0,True,False,OK,Candidate sum mismatch: sum=503 ≠ valid_votes=447,"candidate_sum_fail (sum=503, valid_votes=447)",1,,B,M0,0.7111111111111111,0.04583333333333333,0.022916666666666665
20298fcae0682f278fa4d66a287dd1dd,ตำบลธารปราสาท หน่วยที่6 หมู่ที่ 12.pdf,2026-05-06T12:16:00.764156,4,normal,partylist,อำเภอโนนสูง,ตำบลธารปราสาท,12.0,6.0,675.0,480.0,480.0,427.0,56.0,17.0,False,False,Ballot math mismatch: 427+56+17=500 ≠ 480,Candidate sum mismatch: sum=321 ≠ valid_votes=427,"ballot_math_fail (total=480, valid+void+spoiled=500) | candidate_sum_fail (sum=321, valid_votes=427)",2,,C,M0,0.7111111111111111,0.11666666666666667,0.035416666666666666
21a8c29a910298cacaa5b5acbd74748c,518บช หน่วย13.pdf,2026-05-09T13:51:50.875809,4,normal,partylist,อำเภอโนนสูง,ตำบลด่านคล้า,12.0,13.0,465.0,333.0,333.0,288.0,21.0,24.0,True,True,OK,OK,,0,,A,M0,0.7161290322580646,0.06306306306306306,0.07207207207207207
223a32f8ad951a6cf6a87628b2b13eaf,น.9.pdf,2026-05-06T14:05:03.257697,2,normal,district,อำเภอโนนสูง,ตำบลเมืองปราสาท,9.0,9.0,274.0,297.0,297.0,270.0,15.0,12.0,True,False,OK,Candidate sum mismatch: sum=268 ≠ valid_votes=270,"candidate_sum_fail (sum=268, valid_votes=270)",1,,B,M0,1.083941605839416,0.050505050505050504,0.04040404040404041
223a32f8ad951a6cf6a87628b2b13eaf,น.9.pdf,2026-05-06T14:05:03.257807,4,normal,partylist,อำเภอโนนสูง,ตำบลเมืองปราสาท,9.0,9.0,,297.0,297.0,273.0,19.0,5.0,True,True,OK,OK,null_header_field:eligible_voters,1,,A,M0,,0.06397306397306397,0.016835016835016835
23312792843a819123d59e0984dd9110,"ตำบลธารปราสาท หน่วยที่ 10 หมู่ที่ 1,12,15.pdf",2026-05-06T12:07:58.144746,1,normal,district,อำเภอโนนสูง,ตำบลธารปราสาท,13.0,10.0,147.0,111.0,111.0,104.0,7.0,0.0,True,False,OK,Candidate sum mismatch: sum=83 ≠ valid_votes=104,"ocr_missed_candidates:[7, 8, 9] | candidate_sum_fail (sum=83, valid_votes=104)",2,,B,M0,0.7551020408163265,0.06306306306306306,0.0
23312792843a819123d59e0984dd9110,"ตำบลธารปราสาท หน่วยที่ 10 หมู่ที่ 1,12,15.pdf",2026-05-06T12:07:58.144846,3,normal,partylist,อำเภอโนนสูง,ตำบลธารปราสาท,1.0,10.0,147.0,111.0,111.0,101.0,10.0,0.0,True,False,OK,Candidate sum mismatch: sum=12 ≠ valid_votes=101,"ocr_missed_candidates:[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29] | candidate_sum_fail (sum=12, valid_votes=101)",2,,B,M0,0.7551020408163265,0.09009009009009009,0.0
237715788c82c4eb8cb13b5acbcaca68,สส.5ทับ18(บช).pdf,2026-05-06T11:33:39.380447,4,normal,partylist,อำเภอเฉลิมพระเกียรติ,ตำบลท่าช้าง,14.0,8.0,607.0,465.0,465.0,442.0,10.0,17.0,False,False,Ballot math mismatch: 442+10+17=469 ≠ 465,Candidate sum mismatch: sum=450 ≠ valid_votes=442,"ballot_math_fail (total=465, valid+void+spoiled=469) | candidate_sum_fail (sum=450, valid_votes=442)",2,,C,M0,0.7660626029654036,0.021505376344086023,0.03655913978494624
24ce28abf37774d6b54038ecdc87cc08,ทต.มะค่า น.2.pdf,2026-05-09T13:55:22.432414,2,normal,district,อำเภอโนนสูง,ตำบลมะค่า,213.0,2.0,491.0,249.0,289.0,259.0,12.0,18.0,False,True,total_ballots not found in header,OK,null_header_field:total_ballots,1,total_ballots,A,M0,0.5071283095723014,0.04152249134948097,0.06228373702422145
24ce28abf37774d6b54038ecdc87cc08,ทต.มะค่า น.2.pdf,2026-05-09T13:55:22.432478,4,normal,partylist,อำเภอโนนสูง,ตำบลมะค่า,213.0,2.0,49.0,289.0,289.0,256.0,24.0,9.0,True,True,OK,OK,,0,,A,M0,5.8979591836734695,0.08304498269896193,0.031141868512110725
253e38f07e33e0b09f3b6e390395bf2f,ลำคอหงษ์ น.2.pdf,2026-05-06T13:15:10.305378,2,normal,district,อำเภอโนนสูง,ตำบลลำคอหงษ์,2.0,2.0,478.0,531.0,530.0,498.0,24.0,5.0,False,True,Ballot math mismatch: 498+24+5=527 ≠ 530,OK,"ballot_math_fail (total=530, valid+void+spoiled=527)",1,,C,M0,1.110878661087866,0.045283018867924525,0.009433962264150943
253e38f07e33e0b09f3b6e390395bf2f,ลำคอหงษ์ น.2.pdf,2026-05-06T13:15:10.305473,4,normal,partylist,อำเภอโนนสูง,ตำบลลำคอหงษ์,2.0,2.0,738.0,531.0,537.0,493.0,36.0,12.0,False,False,Ballot math mismatch: 493+36+12=541 ≠ 537,Candidate sum mismatch: sum=486 ≠ valid_votes=493,"ballot_math_fail (total=537, valid+void+spoiled=541) | candidate_sum_fail (sum=486, valid_votes=493)",2,,C,M0,0.7195121951219512,0.0670391061452514,0.0223463687150838
25439ce282cada8af41e7524b769784b,พลสงคราม น.2 10-2-69 10.02.pdf,2026-05-06T12:34:45.614408,1,normal,district,อำเภอโนนสูง,ตำบลพลสงคราม,2.0,2.0,708.0,373.0,373.0,323.0,33.0,17.0,True,False,OK,Candidate sum mismatch: sum=161 ≠ valid_votes=323,"ocr_missed_candidates:[7, 8, 9] | candidate_sum_fail (sum=161, valid_votes=323)",2,,B,M0,0.5268361581920904,0.08847184986595175,0.045576407506702415
25439ce282cada8af41e7524b769784b,พลสงคราม น.2 10-2-69 10.02.pdf,2026-05-06T12:34:45.614516,4,normal,partylist,อำเภอโนนสูง,ตำบลพลสงคราม,2.0,2.0,708.0,373.0,373.0,308.0,52.0,13.0,True,False,OK,Candidate sum mismatch: sum=248 ≠ valid_votes=308,"candidate_sum_fail (sum=248, valid_votes=308)",1,,B,M0,0.5268361581920904,0.13941018766756033,0.03485254691689008
255517635f4a8f5a38e48abbcd977f9f,หน่วยที่ 12 ตำบลใหม่.pdf,2026-05-09T13:59:40.824221,1,normal,district,อำเภอโนนสูง,ตำบลใหม่,12.0,12.0,831.0,558.0,558.0,494.0,33.0,31.0,True,False,OK,Candidate sum mismatch: sum=278 ≠ valid_votes=494,"ocr_missed_candidates:[7, 8, 9] | candidate_sum_fail (sum=278, valid_votes=494)",2,,B,M0,0.6714801444043321,0.05913978494623656,0.05555555555555555
255517635f4a8f5a38e48abbcd977f9f,หน่วยที่ 12 ตำบลใหม่.pdf,2026-05-09T13:59:40.824315,4,normal,partylist,อำเภอโนนสูง,ตำบลใหม่,12.0,12.0,831.0,558.0,558.0,498.0,35.0,25.0,True,False,OK,Candidate sum mismatch: sum=342 ≠ valid_votes=498,"ocr_missed_candidates:[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29] | ocr_extra_candidates:[70, 81, 92, 103, 114, 125, 136, 147, 158, 169, 170, 181, 192, 203, 214, 225, 236, 247, 258, 269, 2710, 2811, 2912] | candidate_sum_fail (sum=342, valid_votes=498)",3,,B,M0,0.6714801444043321,0.06272401433691756,0.044802867383512544
258fde22916f00493219d47f0d25e16d,โตนด น.1.pdf,2026-05-06T14:05:53.380303,2,normal,district,อำเภอโนนสูง,ตำบลโตนด,1.0,1.0,885.0,635.0,633.0,571.0,25.0,37.0,True,False,OK,Candidate sum mismatch: sum=573 ≠ valid_votes=571,"candidate_sum_fail (sum=573, valid_votes=571)",1,,B,M0,0.7175141242937854,0.03949447077409163,0.05845181674565561
